label,cityLabel,countryLabel
德克薩斯州大學聖安東尼奧分校,University of Texas at San Antonio,United States of America
新奧爾良洛約拉大學,Loyola University New Orleans,United States of America
犹他大学,University of Utah,United States of America
艾奥瓦大学,University of Iowa,United States of America
亞美尼亞州立經濟大學,Armenian State University of Economics,Armenia
武藏大學,Musashi University,Japan
圣康丁昂伊夫利纳-凡尔赛大学,Université de Versailles Saint-Quentin-en-Yvelines,France
麦吉尔大学,McGill University,Canada
亞捷隆大學,Jagiellonian University,Poland
太平洋大学,University of the Pacific,United States of America
蒙彼利埃第一大學,University of Montpellier 1,France
德布勒森大学,University of Debrecen,Hungary
AGH科技大学,AGH University of Science and Technology,Poland
美国国防大学,National Defense University,United States of America
高等科学技术学院,Institut Polytechnique des Sciences Avancées,France
乌普萨拉大学,Uppsala University,Sweden
马凯特大学,Marquette University,United States of America
中山大学,Sun Yat-sen University,People's Republic of China
聖彼得堡國立科技學院,Saint Petersburg State Institute of Technology,Russia
坎貝爾大學,Campbell University,United States of America
Карагандинский государственный университет имени Е.А.Букетова,Karaganda State University,Kazakhstan
东京工科大学,Tokyo University of Technology,Japan
橫濱市立大學,Yokohama City University,Japan
杜埃大學,University of Douai,France
卡爾梅克國立大學,Kalmyk State University,Russia
诺斯里斯大学,Northrise University,Zambia
格拉斯哥大學,University of Glasgow,United Kingdom
多倫多大學,University of Toronto,Canada
明斯特大学,University of Münster,Germany
紐黑文大學,University of New Haven,United States of America
中央民族大学,Minzu University of China,People's Republic of China
史登商學院,New York University Stern School of Business,United States of America
州立博爾大學,Ball State University,United States of America
