label,cityLabel,city
胡安·埃斯納德,Juan Esnáider,http://www.wikidata.org/entity/Q62227
羅納德·格爾恰柳,Ronald Gërçaliu,http://www.wikidata.org/entity/Q49779
蒂姆·霍格蘭,Tim Hoogland,http://www.wikidata.org/entity/Q61792
達爾科·拉佐維奇,Darko Lazović,http://www.wikidata.org/entity/Q63687
阿尔内·弗雷德里希,Arne Friedrich,http://www.wikidata.org/entity/Q63676
雅庫布·希爾基古斯,Jakub Sylvestr,http://www.wikidata.org/entity/Q49807
馬丁·哈尼克,Martin Harnik,http://www.wikidata.org/entity/Q60360
吉安路易吉·布冯,Gianluigi Buffon,http://www.wikidata.org/entity/Q68060
帕夫路域,Mateo Pavlović,http://www.wikidata.org/entity/Q71859
帕特里克·芬克,Patrick Funk,http://www.wikidata.org/entity/Q68122
揚尼克·韋斯特高,Jannik Vestergaard,http://www.wikidata.org/entity/Q66358
拉爾斯·赫希菲爾德,Lars Hirschfeld,http://www.wikidata.org/entity/Q77412
罗伯特·巴乔,Roberto Baggio,http://www.wikidata.org/entity/Q67964
路易斯·阿德里亚诺,Luiz Adriano,http://www.wikidata.org/entity/Q72904
乌利·赫内斯,Uli Hoeneß,http://www.wikidata.org/entity/Q44340
