label,cityLabel,countryLabel
查科文化国家历史公园,Chaco Culture National Historical Park,United States of America
門德雷斯河畔馬格內西亞,Magnesia on the Maeander,Turkey
麻薩諸塞號戰艦,USS Massachusetts,United States of America
阿拉沟古墓群,Graves of Alagou,People's Republic of China
交河故城,Jiaohe Ruins,People's Republic of China
尼雅遺址,Niya,People's Republic of China
亭拿,Timnah,Israel
庙后山遗址,Miaohoushan site,People's Republic of China
吐虎鲁克·铁木尔汗麻扎,Tughluq Timur Mausoleum,People's Republic of China
罗泊湾一号墓,Q1877548,People's Republic of China
大洋洲程家遗址,Xingan,People's Republic of China
麥克亨利堡,Fort McHenry,United States of America
老城,Old Town,Germany
大甸子遗址,Q1156993,People's Republic of China
演讲台,Rostra,Italy
